Gen,Score,Running Score,Actor Loss,Running Actor Loss,Critic Loss,Running Critic Loss,Alpha Loss,Running Alpha Loss,Alpha
410,17.0,20.57,-1.4563323259353638,-1.2363124513626098,2.7618746757507324,3.15873490691185,0.013332799077033997,0.013398073613643646,0.9617026448249817
411,31.0,20.7,-1.4583544731140137,-1.2404514241218567,2.8020994663238525,3.1509035170078277,0.01333157904446125,0.013396751573309303,0.9616078734397888
412,25.0,20.83,-1.4568603038787842,-1.2445262849330903,2.7627686262130737,3.142577749490738,0.01333026122301817,0.013395431665703655,0.961513102054596
413,14.0,20.82,-1.4639049768447876,-1.2486669838428497,2.7785868644714355,3.134741313457489,0.01332891546189785,0.013394110025838018,0.9614182710647583
414,36.0,21.06,-1.4662461280822754,-1.2527699077129364,2.7476929426193237,3.12764408826828,0.013327588327229023,0.013392788534983992,0.9613234996795654
415,14.0,21.03,-1.468693494796753,-1.2568493914604186,2.8023767471313477,3.1200588059425356,0.013326284475624561,0.013391467174515129,0.9612288475036621
416,16.0,20.91,-1.4796772003173828,-1.2610284054279328,2.774008870124817,3.1125541746616365,0.013325018808245659,0.013390145096927882,0.9611340761184692
417,15.0,20.91,-1.4815353155136108,-1.2652235519886017,2.7135761976242065,3.1048656153678893,0.013323545455932617,0.013388826586306095,0.9610393643379211
418,32.0,20.9,-1.4887657165527344,-1.2694409120082855,2.755835175514221,3.0971912944316866,0.013322439044713974,0.013387506138533354,0.9609447121620178
419,28.0,21.01,-1.492363691329956,-1.273663340806961,2.702718496322632,3.089542191028595,0.013321077451109886,0.013386186677962542,0.9608500003814697
420,14.0,20.91,-1.5043144226074219,-1.2779241025447845,2.7379159927368164,3.081998770236969,0.013319783844053745,0.013384867776185274,0.9607553482055664
421,23.0,20.97,-1.5067917108535767,-1.2821872246265411,2.707566261291504,3.074121356010437,0.013318313285708427,0.013383546760305762,0.9606606364250183
422,10.0,20.91,-1.5152010917663574,-1.2865363430976868,2.678222179412842,3.0662478291988373,0.013317059725522995,0.013382226414978503,0.9605660438537598
423,45.0,21.16,-1.51558256149292,-1.290834892988205,2.689310312271118,3.058266144990921,0.013315865769982338,0.013380907075479627,0.9604713320732117
424,33.0,21.3,-1.5208810567855835,-1.295139273405075,2.6895241737365723,3.0504292213916777,0.013314575888216496,0.013379586972296237,0.9603767395019531
425,17.0,21.25,-1.5212551355361938,-1.299400520324707,2.6900827884674072,3.043379068374634,0.013313021510839462,0.01337826792150736,0.9602821469306946
426,18.0,21.3,-1.5350418090820312,-1.303755613565445,2.6794307231903076,3.0363302302360533,0.013311907649040222,0.013376949448138475,0.960187554359436
427,23.0,21.41,-1.531282663345337,-1.3080526137351989,2.6523830890655518,3.028370932340622,0.01331046037375927,0.013375629084184765,0.9600930213928223
428,14.0,21.43,-1.5342364311218262,-1.3123759365081786,2.6751197576522827,3.0204335188865663,0.013309340924024582,0.01337430982850492,0.9599984288215637
429,14.0,21.35,-1.5396963357925415,-1.3166825759410858,2.654892921447754,3.0128138780593874,0.013307973742485046,0.013372990591451526,0.95990389585495
430,16.0,21.39,-1.5501072406768799,-1.3210467219352722,2.564534068107605,3.0056401360034943,0.013306576758623123,0.013371671540662647,0.9598093628883362
431,55.0,21.57,-1.5520449876785278,-1.3254033887386323,2.632153272628784,2.998417308330536,0.013305231928825378,0.013370353057980537,0.9597148299217224
432,12.0,21.56,-1.554844617843628,-1.329771375656128,2.653347373008728,2.9908047842979433,0.013303995132446289,0.01336903522722423,0.9596202969551086
433,18.0,21.64,-1.572041630744934,-1.334266446828842,2.58962345123291,2.983514446020126,0.013302738778293133,0.013367716111242772,0.9595258831977844
434,12.0,21.56,-1.5733801126480103,-1.3387814855575562,2.645934224128723,2.9762971007823946,0.013301316648721695,0.013366397581994533,0.9594313502311707
435,18.0,21.53,-1.5798860788345337,-1.3432750701904297,2.5998510122299194,2.9683998000621794,0.013300042599439621,0.013365079639479518,0.9593369364738464
436,27.0,21.69,-1.5816268920898438,-1.3477517545223237,2.6013258695602417,2.9611023199558257,0.013298680074512959,0.013363760467618703,0.9592424631118774
437,38.0,21.86,-1.5900262594223022,-1.3522885572910308,2.561546564102173,2.953035401105881,0.013297438621520996,0.013362442143261433,0.9591480493545532
438,10.0,21.68,-1.5938390493392944,-1.3567930626869202,2.6000062227249146,2.9456037425994874,0.013296148739755154,0.013361125458031893,0.959053635597229
439,24.0,21.65,-1.5960677862167358,-1.3612888824939728,2.4989784955978394,2.9370566177368165,0.013294797390699387,0.01335980897769332,0.9589592218399048
440,12.0,21.59,-1.6053305864334106,-1.365854481458664,2.5239264965057373,2.9291300845146178,0.01329361367970705,0.013358493587002158,0.9588648676872253
441,18.0,21.64,-1.6163253784179688,-1.3705127620697022,2.5399402379989624,2.921379967927933,0.013292267918586731,0.013357182033360004,0.9587704539299011
442,36.0,21.21,-1.620250940322876,-1.375144488811493,2.526116371154785,2.9134629356861113,0.013290688395500183,0.01335586341097951,0.9586760997772217
443,14.0,21.18,-1.6208339929580688,-1.379730054140091,2.5607467889785767,2.906249407529831,0.013289635069668293,0.013354549277573824,0.9585817456245422
444,28.0,21.23,-1.6217458248138428,-1.3842879509925843,2.596058964729309,2.899521881341934,0.013288266025483608,0.013353233374655247,0.9584873914718628
445,25.0,21.34,-1.6250463724136353,-1.3888668727874756,2.5784531831741333,2.8922818303108215,0.013287020847201347,0.013351917862892151,0.9583930969238281
446,10.0,21.25,-1.6314473152160645,-1.393435356616974,2.550755739212036,2.8855783891677858,0.013285696506500244,0.013350607277825475,0.9582987427711487
447,10.0,21.23,-1.6387090682983398,-1.398059675693512,2.5185855627059937,2.8788538563251493,0.013284431770443916,0.013349299188703298,0.958204448223114
448,22.0,21.29,-1.642465353012085,-1.4026813614368439,2.5599457025527954,2.8720403373241425,0.013283035717904568,0.013347984487190843,0.9581102728843689
449,15.0,21.35,-1.645466685295105,-1.4073124992847443,2.5863258838653564,2.8647669458389284,0.013281733728945255,0.01334666901268065,0.9580159783363342
450,20.0,21.35,-1.6616690158843994,-1.4120913314819337,2.4830987453460693,2.8566905963420868,0.013280472718179226,0.013345354627817869,0.9579216837882996
451,62.0,21.75,-1.657360553741455,-1.416745002269745,2.5312373638153076,2.8497185266017913,0.013279256410896778,0.013344043781980872,0.9578275084495544
452,15.0,21.59,-1.6710025072097778,-1.4215131640434264,2.465952515602112,2.842482634782791,0.013277873396873474,0.013342730244621634,0.9577332735061646
453,11.0,21.5,-1.670762300491333,-1.4262365472316743,2.475166440010071,2.8352178251743316,0.013276636600494385,0.013341418085619807,0.9576390981674194
454,23.0,21.62,-1.6784968376159668,-1.430976814031601,2.491983413696289,2.8279157185554507,0.013275020755827427,0.013340102322399617,0.9575448632240295
455,16.0,21.53,-1.6898449659347534,-1.435823370218277,2.444880962371826,2.8205992090702057,0.013273964636027813,0.013338789977133274,0.9574506878852844
456,50.0,21.73,-1.6824215650558472,-1.4405151903629303,2.5154296159744263,2.8142400765419007,0.013272641226649284,0.013337478023022414,0.9573564529418945
457,12.0,21.61,-1.6893572807312012,-1.4452764403820038,2.512685775756836,2.8071561431884766,0.013271493837237358,0.013336166627705098,0.9572623372077942
458,22.0,21.66,-1.702982783317566,-1.4501295924186706,2.462010979652405,2.8003254997730256,0.01327004749327898,0.013334855725988746,0.9571682214736938
459,37.0,21.73,-1.7007790803909302,-1.4549233174324037,2.471474289894104,2.7932992124557496,0.01326875388622284,0.013333542821928859,0.9570741057395935
460,21.0,21.45,-1.7054836750030518,-1.459694311618805,2.4633169174194336,2.7862592792510985,0.013267381116747856,0.013332231994718313,0.9569799900054932
461,27.0,21.56,-1.708864450454712,-1.4644478499889373,2.440981149673462,2.778671832084656,0.013266093097627163,0.01333091950044036,0.9568859338760376
462,28.0,21.68,-1.7274621725082397,-1.4693527102470398,2.4274485111236572,2.771248495578766,0.013264703564345837,0.013329605339094996,0.9567918181419373
463,15.0,21.51,-1.7254143953323364,-1.4741794180870056,2.4311412572860718,2.764378900527954,0.013263513334095478,0.013328293794766069,0.9566977620124817
464,10.0,21.53,-1.7314883470535278,-1.4790644812583924,2.3677053451538086,2.75653221487999,0.013262243010103703,0.01332698087207973,0.9566037058830261
465,14.0,21.51,-1.7369762659072876,-1.4838717079162598,2.432826280593872,2.749899855852127,0.013261000625789165,0.013325670203194022,0.9565096497535706
466,12.0,21.48,-1.7484405040740967,-1.4888319456577301,2.4030697345733643,2.7431826627254488,0.013259701430797577,0.013324360763654113,0.956415593624115
467,35.0,21.66,-1.7443712949752808,-1.4936676704883576,2.470487117767334,2.736812068223953,0.013258385471999645,0.013323050420731307,0.9563215970993042
468,21.0,21.72,-1.7480605840682983,-1.4985455524921418,2.3849050998687744,2.7300289559364317,0.013257041573524475,0.013321739370003343,0.9562276005744934
469,19.0,21.73,-1.7602522373199463,-1.5034969282150268,2.4117101430892944,2.7234471321105955,0.013255788944661617,0.013320429995656014,0.9561336636543274
470,17.0,21.73,-1.766210913658142,-1.50846724152565,2.3747743368148804,2.7155827713012695,0.013254434801638126,0.013319119913503527,0.9560396075248718
471,20.0,21.73,-1.7724218368530273,-1.5134719812870026,2.3756489753723145,2.7088579964637756,0.013253186829388142,0.013317809626460075,0.9559457302093506
472,22.0,21.81,-1.7821956872940063,-1.5185159265995025,2.3649072647094727,2.701963003873825,0.01325182244181633,0.013316500782966614,0.9558517336845398
473,29.0,21.95,-1.7867722511291504,-1.5235504412651062,2.3541587591171265,2.6952836966514586,0.013250505551695824,0.013315189639106393,0.9557577967643738
474,12.0,21.84,-1.7827636003494263,-1.528501513004303,2.376121163368225,2.688795528411865,0.013249262236058712,0.013313881391659378,0.9556639194488525
475,18.0,21.89,-1.8009612560272217,-1.5335737025737763,2.326461434364319,2.681252932548523,0.01324791181832552,0.013312575221061707,0.9555699229240417
476,17.0,21.94,-1.7979308366775513,-1.5385723781585694,2.360864043235779,2.674721735715866,0.01324665080755949,0.01331126513890922,0.9554760456085205
477,18.0,21.96,-1.802893042564392,-1.5435606992244721,2.340394616127014,2.6684842205047605,0.013245252892374992,0.013309954833239317,0.955382227897644
478,21.0,22.0,-1.8076618909835815,-1.5486085033416748,2.352459192276001,2.662099059820175,0.013244016095995903,0.013308645579963923,0.9552883505821228
479,15.0,22.0,-1.8126702308654785,-1.5537000334262847,2.3062760829925537,2.6548396837711334,0.01324271410703659,0.013307335805147886,0.9551944732666016
480,22.0,21.97,-1.8210735321044922,-1.5587481439113617,2.326075553894043,2.6483149731159212,0.013241386041045189,0.013306027790531517,0.9551006555557251
481,16.0,21.75,-1.8276197910308838,-1.5638125932216644,2.332064151763916,2.64176921248436,0.013240210711956024,0.01330472263507545,0.9550068378448486
482,26.0,21.84,-1.8358739614486694,-1.5689894223213197,2.3441725969314575,2.6350833487510683,0.013238856568932533,0.013303415076807141,0.9549130797386169
483,9.0,21.76,-1.838114857673645,-1.5741331791877746,2.326618194580078,2.6283872056007387,0.01323759276419878,0.013302107825875282,0.9548192620277405
484,14.0,21.76,-1.849442958831787,-1.5793195712566375,2.329166531562805,2.621975164413452,0.013236146420240402,0.013300799829885364,0.954725444316864
485,15.0,21.63,-1.8531259298324585,-1.584525501728058,2.280433773994446,2.6145971357822417,0.01323495153337717,0.013299492513760924,0.9546317458152771
486,39.0,21.73,-1.8576732873916626,-1.5897588205337525,2.332613229751587,2.6081368947029113,0.01323359552770853,0.013298184080049395,0.9545379877090454
487,20.0,21.79,-1.8684741258621216,-1.5950206124782562,2.269065737724304,2.601552150249481,0.013232347555458546,0.013296876093372703,0.954444169998169
488,19.0,21.89,-1.8663086891174316,-1.6002134478092194,2.2870891094207764,2.5947917556762694,0.013231093995273113,0.01329556985758245,0.954350471496582
489,12.0,21.77,-1.8739129304885864,-1.6054683017730713,2.254110813140869,2.587884308099747,0.013229761272668839,0.013294262895360589,0.9542568325996399
490,22.0,21.69,-1.8828604221343994,-1.610734647512436,2.2777810096740723,2.5809428906440735,0.013228396885097027,0.013292955178767442,0.9541630744934082
491,17.0,21.72,-1.8914388418197632,-1.616031861305237,2.28032910823822,2.5746492600440978,0.01322715263813734,0.013291648710146547,0.9540694355964661
492,9.0,21.5,-1.9038783311843872,-1.6214101707935333,2.2762588262557983,2.568300688266754,0.013225712813436985,0.013290339224040508,0.9539757370948792
493,22.0,21.13,-1.9043926000595093,-1.6267729711532593,2.247970461845398,2.561752142906189,0.013224593363702297,0.013289032420143485,0.953882098197937
494,35.0,21.32,-1.9033401012420654,-1.6320124673843384,2.2796987295150757,2.5557803964614867,0.013223287649452686,0.013287729183211923,0.9537883996963501
495,49.0,21.67,-1.9150692224502563,-1.6373868227005004,2.2308355569839478,2.5490208995342254,0.013222002424299717,0.01328642662614584,0.953694760799408
496,10.0,21.21,-1.9284831285476685,-1.6427817952632904,2.1957919597625732,2.5425139927864073,0.01322065107524395,0.01328512279316783,0.9536011815071106
497,42.0,21.52,-1.9228041172027588,-1.6480754601955414,2.203126311302185,2.5354970467090605,0.013219286687672138,0.01328381677158177,0.9535075426101685
498,34.0,21.75,-1.9217278957366943,-1.653369632959366,2.2500126361846924,2.5294394731521606,0.013218116015195847,0.01328251109458506,0.9534140229225159
499,41.0,21.94,-1.945509433746338,-1.6588549900054932,2.2296422719955444,2.5230449545383453,0.013216807506978512,0.013281206851825118,0.9533204436302185
500,28.0,22.02,-1.9357998371124268,-1.664181946516037,2.225592613220215,2.5166091203689573,0.01321551576256752,0.013279901826754212,0.9532268643379211
501,12.0,21.76,-1.944580316543579,-1.66953147649765,2.253573417663574,2.5109142768383026,0.013214142061769962,0.013278597919270396,0.9531333446502686
502,17.0,21.73,-1.9710639715194702,-1.675120632648468,2.1487032175064087,2.5035608971118926,0.013212773948907852,0.013277293965220451,0.9530397653579712
503,16.0,21.63,-1.9623925685882568,-1.680568585395813,2.1902583837509155,2.4971518766880036,0.013211619108915329,0.01327599024400115,0.9529463052749634
504,23.0,21.75,-1.9696201086044312,-1.6860573649406434,2.195099353790283,2.4907098245620727,0.013210292905569077,0.013274685721844435,0.952852725982666
505,17.0,21.82,-1.9742743968963623,-1.6914822995662688,2.1999266147613525,2.4845636188983917,0.013209018856287003,0.013273385148495435,0.9527592658996582
506,26.0,21.94,-1.9885162115097046,-1.6970027804374694,2.1683021187782288,2.478363737463951,0.013207627460360527,0.013272080635651946,0.9526657462120056
507,38.0,22.04,-1.987414836883545,-1.702483525276184,2.1777589917182922,2.4719795846939085,0.013206424191594124,0.013270777938887477,0.9525723457336426
508,11.0,21.89,-1.9957678318023682,-1.7079928934574127,2.201293706893921,2.466220192909241,0.013205057010054588,0.013269473249092698,0.9524788856506348
509,13.0,21.92,-1.9896349906921387,-1.7133266460895538,2.184703230857849,2.4606178748607634,0.013203843496739864,0.013268172023817897,0.952385425567627
510,33.0,22.08,-1.9931310415267944,-1.7186946332454682,2.1790541410446167,2.4547896695137026,0.013202509842813015,0.013266869131475687,0.9522920250892639
511,23.0,22.0,-2.006586790084839,-1.7241769564151763,2.1936299800872803,2.4487049746513367,0.01320116501301527,0.013265564991161227,0.9521986246109009
512,18.0,21.93,-2.0145514011383057,-1.7297538673877717,2.1718103289604187,2.44279539167881,0.013199865818023682,0.013264261037111282,0.9521052241325378
513,17.0,21.96,-2.016174077987671,-1.7352765583992005,2.1480168104171753,2.4364896911382674,0.01319848746061325,0.013262956757098437,0.9520118236541748
514,20.0,21.8,-2.034966468811035,-1.740963761806488,2.106343448162079,2.430076196193695,0.013197200372815132,0.013261652877554297,0.9519184827804565
515,14.0,21.8,-2.0362439155578613,-1.746639266014099,2.1413925886154175,2.4234663546085358,0.013196008279919624,0.013260350115597248,0.9518250823020935
516,27.0,21.91,-2.041569232940674,-1.752258186340332,2.151636481285095,2.4172426307201387,0.013194727711379528,0.013259047204628586,0.9517317414283752
517,14.0,21.9,-2.033804178237915,-1.7577808749675752,2.1520654559135437,2.4116275233030318,0.013193477876484394,0.013257746528834104,0.951638400554657
518,118.0,22.76,-2.0496022701263428,-1.7633892405033111,2.1229788661003113,2.405298960208893,0.013192176818847656,0.013256443906575441,0.9515450596809387
519,17.0,22.65,-2.053985595703125,-1.7690054595470428,2.1257253885269165,2.3995290291309357,0.013190936297178268,0.013255142495036126,0.95145183801651
520,18.0,22.69,-2.06451416015625,-1.7746074569225312,2.116149425506592,2.3933113634586336,0.013189559802412987,0.013253840254619717,0.9513584971427917
521,15.0,22.61,-2.0727076530456543,-1.7802666163444518,2.110678732395172,2.3873424881696703,0.01318830344825983,0.013252540156245232,0.9512652158737183
522,9.0,22.6,-2.086709499359131,-1.7859817004203797,2.099013924598694,2.3815504056215286,0.01318697165697813,0.013251239275559783,0.9511719942092896
523,44.0,22.59,-2.0978500843048096,-1.7918043756484985,2.099236786365509,2.3756496703624723,0.013185646384954453,0.013249937081709504,0.9510787129402161
524,12.0,22.38,-2.0949578285217285,-1.79754514336586,2.0757043957710266,2.369511472582817,0.013184425421059132,0.013248635577037931,0.9509854912757874
525,10.0,22.31,-2.1030633449554443,-1.8033632254600525,2.104685127735138,2.3636574959754943,0.013182973489165306,0.013247335096821189,0.9508923292160034
526,17.0,22.3,-2.102477550506592,-1.8090375828742982,2.098152458667755,2.3578447133302687,0.013181803748011589,0.013246034057810902,0.9507990479469299
527,25.0,22.32,-2.120777130126953,-1.8149325275421142,2.046703040599823,2.3517879128456114,0.013180537149310112,0.013244734825566411,0.950705885887146
528,22.0,22.4,-2.109389305114746,-1.8206840562820434,2.0939788222312927,2.3459765034914017,0.013179274275898933,0.013243434159085155,0.9506127238273621
529,28.0,22.54,-2.1213111877441406,-1.8265002048015595,2.0829548835754395,2.3402571231126785,0.01317791547626257,0.01324213357642293,0.9505195617675781
530,27.0,22.65,-2.138421058654785,-1.8323833429813385,2.0595127940177917,2.3352069103717805,0.013176649808883667,0.013240834306925535,0.9504263997077942
531,15.0,22.25,-2.1374619007110596,-1.8382375121116639,2.0608394742012024,2.3294937723875044,0.013175376690924168,0.013239535754546523,0.9503331780433655
532,19.0,22.32,-2.142491102218628,-1.8441139769554138,2.0710278153419495,2.3236705768108368,0.013174074701964855,0.013238236550241709,0.9502400755882263
533,17.0,22.31,-2.1370270252227783,-1.8497638309001923,2.0695427656173706,2.3184697699546812,0.01317274384200573,0.013236936600878834,0.9501470327377319
534,28.0,22.47,-2.152820348739624,-1.8555582332611085,2.0645206570625305,2.3126556342840194,0.013171517290174961,0.013235638607293368,0.9500539302825928
535,23.0,22.52,-2.160468339920044,-1.8613640558719635,2.0694825053215027,2.3073519492149352,0.0131702134385705,0.013234340315684677,0.9499608278274536
536,24.0,22.49,-2.1641228199005127,-1.8671890151500703,2.061455726623535,2.301953247785568,0.01316896267235279,0.013233043141663075,0.9498677253723145
537,35.0,22.46,-2.1756889820098877,-1.873045642375946,2.0314749479293823,2.2966525316238404,0.013167671859264374,0.013231745474040508,0.9497746229171753
538,18.0,22.54,-2.1775386333465576,-1.8788826382160186,2.051570415496826,2.2911681735515597,0.013166301883757114,0.013230447005480529,0.9496816396713257
539,26.0,22.56,-2.1784443855285645,-1.884706404209137,2.0590515732765198,2.2867689043283463,0.013165116310119629,0.01322915019467473,0.9495885968208313
540,33.0,22.77,-2.198378324508667,-1.8906368815898895,2.05071222782135,2.2820367616415025,0.013163788244128227,0.013227851940318941,0.9494955539703369
541,18.0,22.77,-2.203362464904785,-1.8965072524547577,2.018416404724121,2.276821523308754,0.013162502087652683,0.013226554282009601,0.9494025707244873
542,31.0,22.72,-2.195499897003174,-1.9022597420215606,2.0367557406425476,2.2719279170036315,0.01316114142537117,0.013225258812308311,0.9493096470832825
543,31.0,22.89,-2.2176976203918457,-1.9082283782958984,2.0145058035850525,2.266465507149696,0.013159949332475662,0.013223961954936385,0.9492166042327881
544,27.0,22.88,-2.2203238010406494,-1.9142141580581664,2.0369285941123962,2.260874203443527,0.01315862126648426,0.013222665507346392,0.9491236805915833
545,8.0,22.71,-2.224761962890625,-1.9202113139629364,2.006283462047577,2.2551525062322617,0.013157363049685955,0.013221368929371237,0.9490306377410889
546,35.0,22.96,-2.2303290367126465,-1.9262001311779022,2.000729739665985,2.249652246236801,0.013156119734048843,0.013220073161646724,0.948937714099884
547,23.0,23.09,-2.2389068603515625,-1.9322021090984345,1.9953649044036865,2.244420039653778,0.01315473485738039,0.013218776192516088,0.9488447904586792
548,36.0,23.23,-2.23679518699646,-1.9381454074382782,1.9966603517532349,2.2387871861457826,0.013153443112969398,0.013217480266466736,0.9487519264221191
549,12.0,23.2,-2.240257501602173,-1.944093315601349,1.985454499721527,2.2327784723043442,0.013152173720300198,0.013216184666380287,0.9486590027809143
550,10.0,23.1,-2.2597503662109375,-1.9500741291046142,1.9943934082984924,2.2278914189338686,0.013150949031114578,0.01321488942950964,0.9485661387443542
551,27.0,22.75,-2.2636775970458984,-1.9561372995376587,2.0067679286003113,2.2226467245817183,0.013149602338671684,0.013213592888787389,0.9484732747077942
552,40.0,23.0,-2.280048370361328,-1.9622277581691743,1.98454749584198,2.217832674384117,0.013148381374776363,0.013212297968566418,0.9483804106712341
553,24.0,23.13,-2.2802724838256836,-1.9683228600025178,1.9580702185630798,2.212661712169647,0.013147030957043171,0.013211001912131905,0.9482875466346741
554,21.0,23.11,-2.2844786643981934,-1.97438267827034,1.9826622009277344,2.207568500041962,0.013145744800567627,0.013209709152579307,0.948194682598114
555,18.0,23.13,-2.2953054904937744,-1.98043728351593,1.9441365003585815,2.202561055421829,0.01314447820186615,0.01320841428823769,0.9481019377708435
556,20.0,22.83,-2.2992074489593506,-1.986605142354965,1.9819270372390747,2.197226029634476,0.01314312219619751,0.013207119097933174,0.9480091333389282
557,54.0,23.25,-2.3037779331207275,-1.9927493488788606,1.9728253483772278,2.1918274253606795,0.013141891919076443,0.013205823078751565,0.9479162693023682
558,12.0,23.15,-2.3045506477355957,-1.9987650275230409,1.9759666323661804,2.1869669818878172,0.013140602968633175,0.013204528633505106,0.9478235244750977
559,10.0,22.88,-2.3319263458251953,-2.0050765001773834,1.916576087474823,2.1814179998636245,0.013139335438609123,0.013203234449028968,0.9477307796478271
560,25.0,22.92,-2.320373296737671,-2.0112253963947295,1.946837604045868,2.1762532067298888,0.01313809584826231,0.013201941596344113,0.9476380348205566
561,16.0,22.81,-2.34443998336792,-2.0175811517238618,1.9389041066169739,2.171232436299324,0.01313676405698061,0.013200648305937647,0.9475452303886414
562,15.0,22.68,-2.3249218463897705,-2.023555748462677,1.9636383652687073,2.1665943348407746,0.013135479763150215,0.013199356067925692,0.9474525451660156
563,14.0,22.67,-2.349754810333252,-2.029799152612686,1.954079270362854,2.1618237149715425,0.013134204782545567,0.013198062982410193,0.9473598003387451
564,12.0,22.69,-2.365185260772705,-2.036136121749878,1.926759123802185,2.1574142527580262,0.013132919557392597,0.01319676974788308,0.9472670555114746
565,21.0,22.76,-2.349306106567383,-2.042259420156479,1.9550880193710327,2.152636870145798,0.013131678104400635,0.013195476522669196,0.9471744298934937
566,70.0,23.34,-2.3651299476623535,-2.0484263145923616,1.9436086416244507,2.1480422592163086,0.01313033327460289,0.013194182841107249,0.9470817446708679
567,36.0,23.35,-2.3866934776306152,-2.054849536418915,1.9002382159233093,2.1423397701978684,0.013129064813256264,0.013192889634519816,0.946989119052887
568,23.0,23.37,-2.3817501068115234,-2.061186431646347,1.8998443484306335,2.137489162683487,0.01312778890132904,0.01319159710779786,0.946896493434906
569,24.0,23.42,-2.379918098449707,-2.0673830902576444,1.9372987151145935,2.13274504840374,0.013126473873853683,0.013190303957089781,0.9468038082122803
570,16.0,23.41,-2.3932526111602783,-2.073653507232666,1.9282739162445068,2.128280044198036,0.013125230558216572,0.013189011914655567,0.9467112421989441
571,17.0,23.38,-2.419340133666992,-2.0801226902008056,1.9266256093978882,2.123789810538292,0.013123917393386364,0.013187719220295548,0.9466186165809631
572,18.0,23.34,-2.400973081588745,-2.086310464143753,1.9029707312583923,2.119170445203781,0.013122670352458954,0.013186427699401974,0.9465259909629822
573,20.0,23.25,-2.4084060192108154,-2.0925268018245697,1.9240962266921997,2.114869819879532,0.013121350668370724,0.013185136150568724,0.946433424949646
574,12.0,23.25,-2.426076650619507,-2.0989599323272703,1.8926961421966553,2.1100355696678164,0.013120047748088837,0.013183844005689026,0.9463409185409546
575,15.0,23.22,-2.424332857131958,-2.105193648338318,1.8916370272636414,2.1056873255968096,0.01311879325658083,0.013182552820071579,0.9462482929229736
576,34.0,23.39,-2.444197654724121,-2.1116563165187836,1.8753898739814758,2.1008325839042663,0.013117517344653606,0.01318126148544252,0.9461557269096375
577,25.0,23.46,-2.4371321201324463,-2.117998707294464,1.8796643614768982,2.096225281357765,0.013116283342242241,0.013179971789941191,0.9460632801055908
578,21.0,23.46,-2.4683690071105957,-2.1246057784557344,1.9366294145584106,2.0920669835805894,0.013114863075315952,0.013178680259734392,0.9459707140922546
579,15.0,23.46,-2.4478707313537598,-2.1309577834606173,1.9197700023651123,2.088201922774315,0.013113679364323616,0.013177389912307262,0.945878267288208
580,21.0,23.45,-2.4576525688171387,-2.1373235738277434,1.901491940021515,2.0839560866355895,0.01311225164681673,0.013176098568364977,0.9457857012748718
581,18.0,23.47,-2.470759153366089,-2.1437549674510956,1.8880428075790405,2.0795158731937406,0.01311110332608223,0.01317480749450624,0.9456932544708252
582,22.0,23.43,-2.4732627868652344,-2.1501288557052614,1.9027864933013916,2.07510201215744,0.013109756633639336,0.013173516495153309,0.9456008076667786
583,21.0,23.55,-2.4812350273132324,-2.156560057401657,1.9036986231803894,2.070872816443443,0.013108475133776665,0.013172225318849087,0.9455083012580872
584,9.0,23.5,-2.5001344680786133,-2.1630669724941254,1.8859504461288452,2.0664406555891035,0.013107274658977985,0.013170936601236463,0.9454159140586853
585,30.0,23.65,-2.4946062564849854,-2.1694817757606506,1.8721356391906738,2.062357674241066,0.01310599222779274,0.013169647008180619,0.9453235268592834
586,15.0,23.41,-2.501070737838745,-2.1759157502651214,1.8809425234794617,2.0578409671783446,0.01310467254370451,0.013168357778340578,0.9452310800552368
587,13.0,23.34,-2.514206886291504,-2.1823730778694155,1.8847811818122864,2.0539981216192245,0.013103418983519077,0.013167068492621184,0.945138692855835
588,19.0,23.34,-2.5300378799438477,-2.1890103697776793,1.8099696040153503,2.0492269265651704,0.013102195225656033,0.013165779504925012,0.9450463056564331
589,30.0,23.52,-2.5230250358581543,-2.1955014908313752,1.8408634662628174,2.04509445309639,0.013100790791213512,0.013164489800110458,0.944953978061676
590,20.0,23.5,-2.5423812866210938,-2.202096699476242,1.8768981099128723,2.041085624098778,0.013099557720124722,0.013163201408460737,0.9448615908622742
591,17.0,23.5,-2.5450918674468994,-2.2086332297325133,1.864726960659027,2.036929602622986,0.013098299503326416,0.013161912877112627,0.9447692632675171
592,19.0,23.6,-2.543694019317627,-2.215031386613846,1.8547046780586243,2.032714061141014,0.0130970673635602,0.013160626422613859,0.9446768760681152
593,24.0,23.62,-2.564127206802368,-2.2216287326812743,1.8848547339439392,2.0290829038619993,0.013095572590827942,0.013159336214885116,0.9445846080780029
594,15.0,23.42,-2.5521926879882812,-2.2281172585487368,1.8275107741355896,2.0245610243082046,0.013094501569867134,0.01315804835408926,0.9444922804832458
595,11.0,23.04,-2.553656578063965,-2.234503132104874,1.8445306420326233,2.0206979751586913,0.013093233108520508,0.013156760660931468,0.9443999528884888
596,29.0,23.23,-2.575657367706299,-2.24097487449646,1.8585755825042725,2.0173258113861086,0.013091979548335075,0.013155473945662379,0.9443077445030212
597,34.0,23.15,-2.593632221221924,-2.2476831555366514,1.8620266318321228,2.013914814591408,0.013090631924569607,0.013154187398031354,0.9442154169082642
598,17.0,22.98,-2.586556911468506,-2.25433144569397,1.8289622068405151,2.009704310297966,0.013089359737932682,0.013152899835258722,0.9441232085227966
